VIRCat	Germ	GBegF	BegFEndF	EndFBegM	BegMEndM	FloCol	StemCol	BushShape	LeafSize	FlowStemCol	AscoRes	StemBr	StemL1ord	StemBr1ord	StemBr2ord	PodD	PodS	Height	Hlp	NoPodsWeight	PodsWeight	PodsNumber	SeedsNumber	SeedsWeight	PodShape	PodLength	PodWidth	SeedShape	SeedCol	Seed1000W
vir_0897	8	35	3.68887945411394	3.33220451017520	8	2	3	5	5	3	3	3	5	7	5	2	1	50	30	1.94591014905531	0.587786664902119	2.19722457733622	2.19722457733622	-0.105360515657826	7	21	11	3	10	5.24702407216049
vir_1558	8	39	2.63905732961526	1.79175946922806	15	1	3	3	7	3	3	3	5	1	5	2	1	63	27	3.30688670219091	2.66722820658196	3.85014760171006	3.55534806148941	2.38876278923510	5	25	13	5	1	5.70378247465620
vir_2340	8	46	2.30258509299405	2.07944154167984	17	1	3	3	5	3	9	3	3	1	5	1	1	75	25	4.47278099794235	3.67882911826043	4.34380542185368	4.23410650459726	3.13549421592915	7	24	12	3	1	5.79909265446053
vir_2341	8	42	2.30258509299405	1.60943791243410	15	1	3	3	5	3	7	5	5	1	5	1	2	75	20	3.74242022104197	4.19268046294296	4.72738781871234	4.71849887129509	3.55248682920838	7	25	11	3	1	5.73657229747919
vir_2374	8	39	2.56494935746154	1.94591014905531	12	1	3	3	5	3	3	7	3	7	5	1	1	62	26	3.52929738428947	2.43361335540045	3.09104245335832	2.56494935746154	1.09861228866811	5	25	14	3	1	5.59842195899838
vir_2394	9	38	2.56494935746154	1.38629436111989	15	1	3	3	5	3	3	7	3	1	7	2	1	63	24	3.53805656437935	2.96527306606928	3.98898404656427	3.33220451017520	2.18605127673809	7	23	10	3	1	5.72031177660741
vir_2399	9	38	2.56494935746154	1.38629436111989	16	1	3	3	5	3	3	7	7	1	7	2	1	70	25	3.06339092202781	3.54673968695281	3.49650756146648	2.83321334405622	1.90210752639692	5	26	15	3	1	5.70378247465620
vir_2412	8	40	2.48490664978800	1.38629436111989	18	1	3	3	5	3	5	7	7	1	5	1	2	71	35	4.33336146269260	3.98898404656427	4.36944785246702	4.31748811353631	3.31781577272310	7	24	12	3	1	5.63478960316925
vir_2413	8	39	2.56494935746154	1.38629436111989	16	1	3	5	5	3	3	7	7	1	5	1	1	55	26	3.52636052461616	2.19722457733622	2.99573227355399	2.89037175789616	1.38629436111989	5	25	14	3	1	5.82894561761021
vir_2438	8	36	2.77258872223978	1.38629436111989	17	1	3	5	5	3	5	9	3	1	5	1	2	70	30	3.80888224650863	2.89037175789616	4.09434456222210	3.73766961828337	2.42480272571830	7	21	11	3	1	5.63478960316925
vir_2493	8	37	2.77258872223978	1.60943791243410	17	1	3	3	7	3	5	5	5	1	5	2	1	67	24	4.23410650459726	3.52929738428947	4.27666611901606	4.02535169073515	3.26575941076705	5	25	12	3	1	5.94017125272043
vir_3055	8	38	2.70805020110221	1.60943791243410	18	1	3	3	5	3	3	5	5	1	5	2	1	65	30	3.45315712059287	3.09557760852371	3.68887945411394	3.29583686600433	2.14006616349627	7	22	11	3	1	5.66988092298052
vir_3083	8	38	2.77258872223978	1.79175946922806	16	1	3	5	5	3	7	5	5	1	5	1	2	90	40	4.55702981066016	3.47196645255036	4.36944785246702	4.00733318523247	3.16547504814109	5	24	13	5	1	5.94017125272043
vir_3200	9	37	2.63905732961526	1.94591014905531	16	1	3	3	5	3	5	9	7	7	7	1	1	60	21	3.33932197794407	2.69462718077007	3.76120011569356	3.17805383034795	1.68639895357023	7	24	12	5	1	5.50125821054473
vir_3264	8	39	2.56494935746154	1.94591014905531	16	1	3	3	5	3	3	9	7	7	7	1	1	61	27	3.36729582998647	2.11625551480255	3.61091791264422	2.83321334405622	1.70474809223843	7	22	10	3	1	5.85793315448346
vir_3271	8	39	2.56494935746154	1.09861228866811	16	1	3	3	7	3	5	5	7	7	5	2	1	70	20	4.31615389052317	3.69386699562498	4.55387689160054	3.87120101090789	2.71469474382088	5	24	14	3	1	5.75257263882563
vir_3273	8	39	2.63905732961526	1.60943791243410	18	1	3	3	7	3	5	9	5	7	5	1	2	65	26	3.91800507710569	2.82731362192903	3.66356164612965	3.40119738166216	2.53369681395743	7	22	13	3	1	5.96614673912369
vir_3274	8	39	2.63905732961526	1.38629436111989	17	1	3	3	5	3	5	7	5	7	5	1	2	52	25	3.65325227647079	3.26193531432865	3.04452243772342	2.94443897916644	1.70474809223843	5	25	14	3	1	5.89989735358249
vir_3275	8	39	2.63905732961526	1.38629436111989	17	1	3	3	7	3	5	9	5	7	5	2	1	73	28	3.83297979808769	2.78501124223834	3.93182563272433	3.87120101090789	2.71469474382088	7	21	10	3	1	5.73657229747919
vir_3293	8	38	2.70805020110221	1.79175946922806	19	1	3	3	7	3	3	9	5	7	5	1	1	70	23	3.83081295000260	3.76120011569356	3.73766961828337	3.36729582998647	2.07944154167984	5	26	13	3	1	5.97888576490112
vir_3428	8	39	2.63905732961526	1.79175946922806	12	1	3	5	5	3	5	7	3	7	5	1	2	52	22	2.40694510831829	2.20827441352280	3.36729582998647	2.94443897916644	2.01490302054226	7	22	12	3	1	5.54126354515843
vir_3438	8	39	2.63905732961526	1.60943791243410	7	1	3	3	5	3	5	7	5	7	5	2	1	62	26	3.48124008933569	1.74046617484050	2.89037175789616	2.07944154167984	1.80828877117927	5	23	13	3	1	5.82894561761021
vir_3439	8	40	2.56494935746154	1.79175946922806	13	1	3	5	7	3	9	5	5	1	5	1	2	75	43	3.37073817417745	3.19047635034650	3.68887945411394	3.61091791264422	2.67414864942653	7	27	14	3	1	5.88610403145016
vir_3462	8	39	2.63905732961526	1.60943791243410	18	1	3	3	5	3	7	9	7	7	7	2	1	57	27	3.16968558067743	3.37758751602302	3.66356164612965	3.61091791264422	2.20827441352280	7	24	12	3	1	5.32300997913841
vir_3473	8	39	2.63905732961526	1.60943791243410	18	1	3	3	5	3	7	9	7	7	7	2	1	60	20	3.56388296393925	3.29583686600433	4.06044301054642	3.82864139648910	2.89037175789616	5	26	13	3	1	5.84354441703136
vir_3516	8	39	2.63905732961526	1.60943791243410	15	1	3	5	5	3	5	9	7	7	7	2	1	62	25	3.24259235148552	2.39789527279837	3.73766961828337	3.25809653802148	1.87180217690159	7	21	10	3	1	5.61677109766657
vir_3517	8	39	2.63905732961526	1.60943791243410	16	1	3	3	5	3	7	9	7	7	7	2	1	60	20	3.59181774127081	3.62966009445397	4.47733681447821	3.82864139648910	3.03013370027132	7	26	12	3	1	5.95324333428779
vir_3519	8	39	2.63905732961526	1.94591014905531	14	1	3	3	5	3	5	9	7	7	7	2	1	53	22	3.06805293513362	3.49347265777133	4.17438726989564	4.00733318523247	3.11351530921037	7	22	12	3	1	5.70378247465620
vir_3521	9	38	2.63905732961526	1.38629436111989	19	1	3	3	5	3	5	9	7	7	5	2	2	60	20	3.56104608260405	3.38099467434464	4.26267987704132	3.73766961828337	2.78501124223834	7	22	12	3	1	5.76832099579377
vir_3529	8	35	2.94443897916644	1.79175946922806	18	1	3	3	5	3	5	9	7	7	5	2	2	61	29	3.50555739698640	3.22286784613774	3.95124371858143	3.82864139648910	2.76631910922619	7	21	11	3	1	5.87211778947542
vir_3530	8	38	2.70805020110221	1.60943791243410	18	1	3	3	5	3	5	9	7	7	5	1	2	60	19	3.40119738166216	3.23867845216438	4.12713438504509	4.07753744390572	2.71469474382088	7	22	11	3	1	5.50125821054473
vir_3563	8	47	1.79175946922806	1.60943791243410	19	1	3	3	5	3	7	9	5	7	5	1	2	60	27	4.17130560335823	3.67376581630389	4.40671924726425	4.14313472639153	3.48737507790321	5	25	12	3	1	5.99146454710798
vir_3570	8	39	2.63905732961526	1.60943791243410	17	1	3	3	5	3	5	9	5	7	5	1	2	60	17	3.62167070442049	3.21887582486820	4.36944785246702	4.02535169073515	2.91235066461494	7	24	11	3	1	6.13122648948314
vir_3571	8	39	2.63905732961526	1.94591014905531	15	1	3	3	5	3	5	9	5	7	5	2	1	60	17	3.43075618390370	4.55282370561588	4.74493212836325	4.45434729625351	3.83729945923221	5	27	14	3	1	6.08677472691231
vir_3572	8	39	2.63905732961526	1.94591014905531	17	1	3	3	5	3	5	9	7	7	7	1	1	51	20	3.73050112880476	4.32677816044340	4.70953020131233	4.24849524204936	3.58905911883173	5	25	12	3	1	6.14203740558736
vir_3593	9	38	2.63905732961526	1.94591014905531	16	1	3	3	5	3	7	9	7	7	5	1	2	56	20	2.84490938381941	2.63188884013665	3.76120011569356	3.36729582998647	1.88706964903238	7	22	11	3	1	5.97888576490112
vir_3594	8	39	2.63905732961526	1.79175946922806	14	1	3	3	5	3	5	9	7	7	5	1	2	57	25	2.45958884180371	3.02529107579554	3.58351893845611	3.63758615972639	2.53369681395743	7	24	12	3	1	5.96614673912369
vir_3595	8	39	2.63905732961526	1.38629436111989	14	1	3	3	7	3	5	9	5	7	5	1	2	60	20	2.62466859216316	3.06339092202781	3.73766961828337	3.61091791264422	2.77881927199042	7	22	11	3	1	6.01615715969835
vir_3597	8	39	2.56494935746154	1.09861228866811	16	1	3	3	7	3	7	9	7	1	7	2	2	70	23	3.79548918917219	3.94158180766969	4.20469261939097	4.02535169073515	3.13549421592915	7	25	13	3	1	5.81413053182507
vir_3598	8	39	2.63905732961526	1.79175946922806	9	1	3	3	7	3	5	9	5	7	7	2	2	66	23	3.65065824129374	3.61630876127910	4.34380542185368	3.91202300542815	2.91235066461494	7	22	12	3	1	5.63478960316925
vir_0025	8	40	3.29583686600433	2.94443897916644	14	2	3	5	5	3	5	9	7	1	7	1	1	47	17	2.18605127673809	2.58021682959233	4.36944785246702	4.09434456222210	1.91692261218206	7	18	10	3	1	4.74493212836325
vir_0224	8	40	2.56494935746154	1.94591014905531	13	1	3	5	5	3	9	9	3	7	5	1	2	65	22	2.88480071284671	2.79116510781272	3.40119738166216	3.43398720448515	2.19722457733622	7	23	12	3	10	5.70378247465620
vir_0644	8	40	2.63905732961526	2.19722457733622	15	2	3	5	5	3	7	9	5	7	7	2	2	50	19	2.68102152871429	2.93916192206560	4.24849524204936	3.74950407593037	1.96009478404727	7	21	10	5	1	5.04342511691925
vir_0865	8	39	3.29583686600433	2.83321334405622	19	3	3	5	3	7	3	7	3	7	7	1	1	55	25	3.27714473299218	3.04452243772342	4.33073334028633	3.87120101090789	2.60268968544438	5	23	13	5	1	5.57972982598622
vir_3298	8	39	2.63905732961526	1.60943791243410	16	1	3	3	7	3	5	9	5	7	5	1	1	55	23	3.15273602236366	3.28840188751681	4.09434456222210	4.06044301054642	2.86789890204411	5	25	13	3	1	5.85793315448346
vir_455a	8	39	2.56494935746154	1.79175946922806	15	3	3	5	5	3	3	9	5	7	7	2	1	45	26	2.34180580614733	1.02961941718116	2.30258509299405	2.07944154167984	0.788457360364270	7	20	10	3	10	5.48063892334199
vir_455b	8	42	2.39789527279837	1.94591014905531	15	2	3	5	5	3	3	9	5	7	7	1	1	40.5000000000000	20.5000000000000	2.99322914333587	2.22462355152433	3.29583686600433	3.06805293513362	1.42310833424261	7	20	10	3	10	5.34710753071747
